Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRZ16,21.111,Low fat,0,Starchy Foods,213.965,OUT027,1985,Medium,Tier 3,Supermarket Type3,1939.145
FDD59,,low fat,0.14530234,Household,237.3392,OUT027,1985,,Tier 3,Supermarket Type3,2923.5177
NCB34,18.301,Low Fat,0.202829679,Soft Drinks,134.7249,OUT035,2004,Small,Tier 2,Supermarket Type1,1648.8614
FDN51,9.426,Regular,0.269106573,Soft Drinks,233.5887,OUT019,1985,Small,Tier 1,Grocery Store,931.9583
NCA12,9.072,LF,0,Baking Goods,74.0059,OUT027,1985,Medium,Tier 3,Supermarket Type3,808.6183
FDL02,10.043,LF,0.263615955,Starchy Foods,82.1889,OUT046,1997,Small,Tier 1,Supermarket Type1,1566.8399
NCD28,12.921,low fat,0.066164822,Household,46.1217,OUT010,1998,,Tier 3,Grocery Store,211.3711
NCA52,8.925,Low fat,0,Meat,129.2743,OUT049,1999,Medium,Tier 1,Supermarket Type1,1939.3895
FDR19,17.162,low fat,0.022206017,Fruits and Vegetables,43.6922,OUT035,2004,Small,Tier 2,Supermarket Type1,216.9707
NCI60,19.785,Regular,0,Starchy Foods,127.3872,OUT027,1985,Medium,Tier 3,Supermarket Type3,1587.141
NCX55,19.858,low fat,0.134076825,Household,176.602,OUT027,1985,Medium,Tier 3,Supermarket Type3,838.538
DRZ17,,Low Fat,0.097228359,Soft Drinks,265.4886,OUT035,2004,Small,Tier 2,Supermarket Type1,2970.0946
NCJ54,8.164,regular,0.011154824,Others,87.9998,OUT027,1985,Medium,Tier 3,Supermarket Type3,1636.7056
FDS44,18.432,low fat,0.090448074,Health and Hygiene,130.1137,OUT035,2004,Small,Tier 2,Supermarket Type1,2106.8442
DRD58,19.944,low fat,0.201683798,Snack Foods,84.8716,OUT018,2009,Medium,Tier 3,Supermarket Type2,834.2791
FDF01,11.226,LF,0.101413021,Others,265.6039,OUT013,1987,High,Tier 3,Supermarket Type1,943.4275
DRK19,16.15,Regular,0.155802123,Starchy Foods,153.8149,OUT035,2004,Small,Tier 2,Supermarket Type1,1914.5139
FDA49,20.787,Regular,0,Baking Goods,168.3719,OUT017,2007,,Tier 2,Supermarket Type1,1853.6976
FDI15,13.084,Regular,0.231137031,Household,142.3538,OUT018,2009,Medium,Tier 3,Supermarket Type2,787.2532
DRJ34,,Low Fat,0.191274859,Breads,115.8138,OUT027,1985,Medium,Tier 3,Supermarket Type3,514.5776
FDR50,,reg,0.036364004,Hard Drinks,126.8022,OUT010,1998,,Tier 3,Grocery Store,539.6553
FDP03,10.906,regular,0.288557747,Frozen Foods,161.2863,OUT049,1999,Medium,Tier 1,Supermarket Type1,885.703
NCH14,,Regular,0.056591206,Hard Drinks,143.8903,OUT049,1999,Medium,Tier 1,Supermarket Type1,2137.228
FDZ28,9.327,Regular,0.112236168,Seafood,169.9225,OUT035,2004,Small,Tier 2,Supermarket Type1,2391.183
NCR40,7.41,Regular,0,Hard Drinks,112.4565,OUT019,1985,Small,Tier 1,Grocery Store,133.3876
FDQ22,,Regular,0.14493715,Soft Drinks,1.4331,OUT010,1998,,Tier 3,Grocery Store,159.4354
DRJ27,5.71,low fat,0.320443522,Breakfast,185.1722,OUT049,1999,Medium,Tier 1,Supermarket Type1,2843.0566
NCM35,8.298,regular,0.18754149,Baking Goods,237.2389,OUT019,1985,Small,Tier 1,Grocery Store,411.976
FDH14,15.211,regular,0.168877232,Others,158.4869,OUT013,1987,High,Tier 3,Supermarket Type1,867.0514
FDS60,,Low Fat,0,Health and Hygiene,95.1129,OUT017,2007,,Tier 2,Supermarket Type1,867.5164
NCL55,6.466,regular,0.299911245,Health and Hygiene,34.4549,OUT045,2002,,Tier 2,Supermarket Type1,722.6661
NCK58,5.603,Regular,0.103016669,Household,261.1469,OUT013,1987,High,Tier 3,Supermarket Type1,2115.3298
DRF43,16.638,low fat,0.043457806,Others,91.2468,OUT019,1985,Small,Tier 1,Grocery Store,147.3294
FDL24,14.558,low fat,0,Fruits and Vegetables,131.9431,OUT045,2002,,Tier 2,Supermarket Type1,1107.9962
NCM58,14.43,LF,0.194495103,Others,263.7146,OUT027,1985,Medium,Tier 3,Supermarket Type3,5568.8981
FDI01,9.21,Regular,0,Soft Drinks,137.3595,OUT049,1999,Medium,Tier 1,Supermarket Type1,2190.1433
FDD04,12.24,reg,0.008451488,Hard Drinks,229.1455,OUT018,2009,Medium,Tier 3,Supermarket Type2,1173.2403
FDV47,19.385,regular,0.074008959,Fruits and Vegetables,162.4006,OUT013,1987,High,Tier 3,Supermarket Type1,2545.5516
FDE25,21.252,regular,0.137038441,Dairy,58.6828,OUT013,1987,High,Tier 3,Supermarket Type1,759.6613
FDO49,17.018,Low fat,0.053434254,Dairy,217.6494,OUT049,1999,Medium,Tier 1,Supermarket Type1,4487.4131
FDS17,12.471,reg,0,Breakfast,131.7385,OUT019,1985,Small,Tier 1,Grocery Store,271.0836
NCX49,20.181,LF,0.110532615,Snack Foods,66.799,OUT017,2007,,Tier 2,Supermarket Type1,217.8093
NCD06,6.303,low fat,0.08244041,Starchy Foods,40.8949,OUT010,1998,,Tier 3,Grocery Store,17.6775
FDE20,11.088,Regular,0,Snack Foods,188.4863,OUT017,2007,,Tier 2,Supermarket Type1,2030.5868
FDH41,,Low Fat,0.130596629,Household,260.7507,OUT018,2009,Medium,Tier 3,Supermarket Type2,4854.4728
FDV37,11.38,reg,0.143642199,Health and Hygiene,125.7925,OUT045,2002,,Tier 2,Supermarket Type1,726.0203
NCM16,20.88,Low Fat,0.205776029,Seafood,222.6374,OUT027,1985,Medium,Tier 3,Supermarket Type3,2634.4344
FDC60,,regular,0.064146708,Starchy Foods,172.3363,OUT013,1987,High,Tier 3,Supermarket Type1,1493.2373
FDO52,9.645,Regular,0.10798859,Household,175.8298,OUT013,1987,High,Tier 3,Supermarket Type1,2088.871
NCB28,,low fat,0,Hard Drinks,233.2362,OUT027,1985,Medium,Tier 3,Supermarket Type3,715.3474
FDU33,13.772,regular,0,Canned,225.2098,OUT049,1999,Medium,Tier 1,Supermarket Type1,1790.2923
FDK17,18.369,Low Fat,0.312552475,Hard Drinks,107.1783,OUT010,1998,,Tier 3,Grocery Store,664.1529
NCA01,5.46,reg,0.194556285,Fruits and Vegetables,253.3928,OUT013,1987,High,Tier 3,Supermarket Type1,1347.6172
DRK01,,Regular,0.008650119,Meat,177.9424,OUT049,1999,Medium,Tier 1,Supermarket Type1,1775.7367
FDJ26,13.059,Regular,0.123178719,Meat,132.9452,OUT018,2009,,Tier 3,Supermarket Type2,1324.0264
FDR41,21.138,low fat,0.244250027,Soft Drinks,173.4261,OUT018,2009,Medium,Tier 3,Supermarket Type2,502.9676
FDY53,,Regular,0.024100907,Health and Hygiene,118.125,OUT049,1999,Medium,Tier 1,Supermarket Type1,576.3854
FDI02,15.795,Regular,0.086130265,Baking Goods,82.7628,OUT045,2002,,Tier 2,Supermarket Type1,241.6237
FDH04,7.571,Low Fat,0,Household,181.0667,OUT013,1987,High,Tier 3,Supermarket Type1,2857.6095
DRE08,10.549,Regular,0.149646789,Snack Foods,133.8112,OUT010,1998,,Tier 3,Grocery Store,87.9337
FDH27,10.758,Low Fat,0,Soft Drinks,119.8103,OUT035,2004,Small,Tier 2,Supermarket Type1,1021.2929
FDJ13,10.467,reg,0.228612897,Breakfast,101.3176,OUT018,2009,Medium,Tier 3,Supermarket Type2,563.0541
NCC43,18.774,low fat,0.029318674,Frozen Foods,99.3339,OUT045,2002,,Tier 2,Supermarket Type1,259.5862
FDP32,13.695,low fat,0.006961556,Dairy,38.3489,OUT019,1985,Small,Tier 1,Grocery Store,54.8213
FDS49,15.764,LF,0.231988362,Canned,90.4474,OUT017,2007,,Tier 2,Supermarket Type1,1460.2822
FDH34,4.842,Regular,0,Others,61.7754,OUT045,2002,,Tier 2,Supermarket Type1,449.1162
NCC22,,Regular,0.130480178,Snack Foods,83.3018,OUT027,1985,,Tier 3,Supermarket Type3,355.9836
DRE28,12.619,low fat,0.035962218,Breakfast,188.3917,OUT049,1999,Medium,Tier 1,Supermarket Type1,3264.6722
FDQ57,20.191,Low fat,0.251045131,Starchy Foods,148.3058,OUT019,1985,Small,Tier 1,Grocery Store,116.0537
DRB23,8.41,LF,0,Dairy,0.1634,OUT049,1999,Medium,Tier 1,Supermarket Type1,4239.4348
NCH05,15.443,Regular,0.270926416,Soft Drinks,167.4494,OUT035,2004,Small,Tier 2,Supermarket Type1,799.5806
FDW48,5.379,Regular,0,Meat,236.9987,OUT046,1997,Small,Tier 1,Supermarket Type1,1770.2468
NCR29,20.37,Regular,0.090056948,Canned,49.8964,OUT027,1985,Medium,Tier 3,Supermarket Type3,234.4487
DRE32,14.432,reg,0.060407845,Dairy,178.0867,OUT010,1998,,Tier 3,Grocery Store,424.0078
FDC04,14.663,low fat,0.143514427,Health and Hygiene,194.3167,OUT045,2002,,Tier 2,Supermarket Type1,1334.3177
FDZ50,10.688,Regular,0.193125369,Breads,87.1725,OUT013,1987,High,Tier 3,Supermarket Type1,500.5717
DRJ05,19.095,low fat,0,Soft Drinks,265.1825,OUT017,2007,,Tier 2,Supermarket Type1,4301.1965
NCR60,11.441,Regular,0,Hard Drinks,108.8602,OUT018,2009,Medium,Tier 3,Supermarket Type2,1143.579
DRK48,,Regular,0.027722889,Household,166.4462,OUT035,2004,,Tier 2,Supermarket Type1,1752.7639
DRE56,20.704,Regular,0,Hard Drinks,42.1121,OUT017,2007,,Tier 2,Supermarket Type1,795.8727
DRE33,16.24,Low Fat,0.196373638,Frozen Foods,225.4494,OUT019,1985,Small,Tier 1,Grocery Store,842.6846
DRJ60,16.839,Regular,0.250369401,Household,73.9943,OUT019,1985,,Tier 1,Grocery Store,234.3195
NCI35,17.517,low fat,0,Hard Drinks,1.8992,OUT018,2009,Medium,Tier 3,Supermarket Type2,2662.6398
NCL45,17.941,Regular,0.200050541,Hard Drinks,74.8243,OUT035,2004,Small,Tier 2,Supermarket Type1,194.855
NCD47,20.8,LF,0.122625381,Canned,65.3124,OUT018,2009,,Tier 3,Supermarket Type2,1189.0961
NCH42,13.468,low fat,0.281679883,Canned,97.2047,OUT049,1999,Medium,Tier 1,Supermarket Type1,311.7849
NCG11,18.685,Low fat,0,Meat,177.8921,OUT027,1985,Medium,Tier 3,Supermarket Type3,3372.0977
FDD25,10.903,Regular,0.088652147,Starchy Foods,135.5054,OUT013,1987,High,Tier 3,Supermarket Type1,1921.1438
FDX36,,Regular,0.29331041,Health and Hygiene,124.4579,OUT013,1987,High,Tier 3,Supermarket Type1,367.2119
NCI13,4.729,Low fat,0.012853761,Snack Foods,99.9772,OUT027,1985,Medium,Tier 3,Supermarket Type3,1692.3509
DRZ04,,low fat,0.082938482,Breads,240.4915,OUT010,1998,,Tier 3,Grocery Store,852.0718
FDE51,10.155,reg,0.041278029,Dairy,251.4639,OUT027,1985,Medium,Tier 3,Supermarket Type3,2054.5488
FDR45,6.44,low fat,0,Breads,122.7663,OUT045,2002,,Tier 2,Supermarket Type1,1523.0401
FDS38,13.944,low fat,0.312006094,Meat,40.5805,OUT017,2007,,Tier 2,Supermarket Type1,141.6023
NCK24,7.907,Low Fat,0,Household,200.4137,OUT049,1999,Medium,Tier 1,Supermarket Type1,3220.5559
DRD51,,reg,0.122494877,Health and Hygiene,262.2807,OUT018,2009,Medium,Tier 3,Supermarket Type2,4847.6977
FDH53,13.208,LF,0,Dairy,89.244,OUT013,1987,High,Tier 3,Supermarket Type1,1193.5969
NCK34,9.805,regular,0.087076934,Dairy,191.3157,OUT045,2002,,Tier 2,Supermarket Type1,3752.0492
DRF10,,Low fat,0.1707473,Starchy Foods,257.1034,OUT049,1999,Medium,Tier 1,Supermarket Type1,3935.489
FDH09,4.529,Regular,0,Dairy,137.0029,OUT027,1985,Medium,Tier 3,Supermarket Type3,1872.1808
DRK04,7.689,Unknown,0,Fruits and Vegetables,110.3965,OUT045,2002,,Tier 2,Supermarket Type1,339.7322
FDP38,16.319,low fat,0.008414709,Others,154.5961,OUT035,2004,Small,Tier 2,Supermarket Type1,1900.4317
NCR28,5.19,low fat,0,Canned,221.0437,OUT013,1987,High,Tier 3,Supermarket Type1,1368.0157
FDX45,10.815,reg,0,Breakfast,120.239,OUT010,1998,,Tier 3,Grocery Store,314.325
FDZ26,8.638,regular,0.083541042,Breakfast,246.6278,OUT045,2002,,Tier 2,Supermarket Type1,3935.0513
NCJ08,10.04,Regular,0,Canned,147.0149,OUT049,1999,Medium,Tier 1,Supermarket Type1,2575.9983
FDM20,15.793,Regular,0.273539571,Baking Goods,205.8493,OUT035,2004,Small,Tier 2,Supermarket Type1,4176.1754
FDL22,6.701,Low fat,0.130838459,Snack Foods,55.3396,OUT027,1985,Medium,Tier 3,Supermarket Type3,425.3443
DRZ23,5.667,LF,0,Baking Goods,159.9251,OUT013,1987,,Tier 3,Supermarket Type1,1610.953
NCF27,19.887,reg,0.128338723,Seafood,235.7604,OUT013,1987,High,Tier 3,Supermarket Type1,4247.5327
DRZ52,20.189,Regular,0.061688079,Others,177.3587,OUT013,1987,High,Tier 3,Supermarket Type1,3431.9065
NCP22,9.984,LF,0.131362169,Baking Goods,192.4429,OUT018,2009,Medium,Tier 3,Supermarket Type2,1955.1419
NCD20,,reg,0.208430151,Hard Drinks,166.5125,OUT049,1999,Medium,Tier 1,Supermarket Type1,1792.7943
DRZ38,16.118,Low Fat,0,Hard Drinks,174.9097,OUT019,1985,Small,Tier 1,Grocery Store,250.8196
NCR48,15.551,Regular,0.18931318,Seafood,188.0693,OUT013,1987,High,Tier 3,Supermarket Type1,2524.4684
NCD58,14.235,Regular,0,Starchy Foods,252.8268,OUT035,2004,Small,Tier 2,Supermarket Type1,5404.7084
NCG18,7.22,Low fat,0.131094944,Frozen Foods,231.5515,OUT049,1999,Medium,Tier 1,Supermarket Type1,1162.8897
FDS58,10.004,Low Fat,0.018186466,Others,125.5292,OUT049,1999,Medium,Tier 1,Supermarket Type1,2292.8954
DRC36,12.303,regular,0.297453497,Breads,35.6112,OUT035,2004,Small,Tier 2,Supermarket Type1,434.8607
NCC03,15.806,LF,0,Breakfast,151.035,OUT045,2002,,Tier 2,Supermarket Type1,1561.983
FDC47,,Low Fat,0.018251784,Snack Foods,105.8547,OUT046,1997,Small,Tier 1,Supermarket Type1,1339.1739
DRD42,10.674,low fat,0,Hard Drinks,75.58,OUT018,2009,Medium,Tier 3,Supermarket Type2,1227.3334
NCB30,19.977,regular,0,Breakfast,245.6236,OUT018,2009,Medium,Tier 3,Supermarket Type2,3010.7747
FDN38,7.821,Regular,0,Starchy Foods,145.304,OUT027,1985,Medium,Tier 3,Supermarket Type3,2844.8899
DRC09,11.159,reg,0,Breakfast,124.3444,OUT045,2002,,Tier 2,Supermarket Type1,1761.0417
FDW58,12.906,low fat,0,Soft Drinks,189.3097,OUT049,1999,Medium,Tier 1,Supermarket Type1,1611.6706
NCC33,9.699,regular,0,Others,106.2397,OUT045,2002,,Tier 2,Supermarket Type1,553.1272
FDF50,7.323,LF,0.217800227,Frozen Foods,39.2084,OUT019,1985,Small,Tier 1,Grocery Store,184.4864
FDW49,18.502,regular,0,Breakfast,97.4561,OUT018,2009,Medium,Tier 3,Supermarket Type2,1033.7163
FDQ32,15.187,low fat,0.284507888,Soft Drinks,139.2974,OUT046,1997,Small,Tier 1,Supermarket Type1,1143.8523
NCF48,16.409,low fat,0.122641326,Seafood,149.0673,OUT013,1987,High,Tier 3,Supermarket Type1,603.7521
NCK23,8.248,regular,0,Snack Foods,135.705,OUT027,1985,Medium,Tier 3,Supermarket Type3,1595.9557
FDX23,10.61,Low Fat,0.244161272,Household,112.78,OUT010,1998,,Tier 3,Grocery Store,548.4989
NCE45,10.042,Low fat,0,Breakfast,32.4561,OUT035,2004,Small,Tier 2,Supermarket Type1,536.5089
FDJ30,9.71,reg,0.003403152,Dairy,46.2731,OUT013,1987,High,Tier 3,Supermarket Type1,220.7482
FDG32,12.677,Low fat,0.049343633,Starchy Foods,134.0683,OUT049,1999,Medium,Tier 1,Supermarket Type1,1706.3672
DRZ59,12.107,Regular,0.103184282,Canned,256.6624,OUT049,1999,Medium,Tier 1,Supermarket Type1,2857.8946
NCM41,15.695,Low fat,0,Baking Goods,156.8343,OUT017,2007,,Tier 2,Supermarket Type1,1444.112
FDG15,10.175,Regular,0.059635286,Meat,178.9785,OUT010,1998,,Tier 3,Grocery Store,438.5414
NCA27,14.51,reg,0.039001528,Breads,221.2965,OUT018,2009,Medium,Tier 3,Supermarket Type2,4596.6241
NCI36,11.218,low fat,0,Meat,132.4445,OUT035,2004,Small,Tier 2,Supermarket Type1,1951.5978
DRA09,10.177,reg,0,Seafood,155.4763,OUT010,1998,,Tier 3,Grocery Store,422.1875
NCG43,10.623,Low fat,0.015010683,Breads,100.8839,OUT035,2004,Small,Tier 2,Supermarket Type1,1111.0481
NCR44,15.621,low fat,0.146164205,Breads,127.4196,OUT013,1987,High,Tier 3,Supermarket Type1,2317.491
DRB50,12.145,low fat,0,Fruits and Vegetables,200.5883,OUT018,2009,Medium,Tier 3,Supermarket Type2,1246.7789
DRB51,15.532,Regular,0.222578851,Dairy,98.8869,OUT010,1998,,Tier 3,Grocery Store,367.9425
DRD54,15.504,low fat,0,Others,31.5258,OUT035,2004,Small,Tier 2,Supermarket Type1,375.24
DRH02,,LF,0.158592727,Health and Hygiene,143.3191,OUT019,1985,Small,Tier 1,Grocery Store,147.5742
NCP41,4.692,low fat,0.116070316,Health and Hygiene,194.9206,OUT018,2009,Medium,Tier 3,Supermarket Type2,3643.7086
FDP39,16.29,Regular,0.015285857,Fruits and Vegetables,113.0832,OUT018,2009,Medium,Tier 3,Supermarket Type2,448.9439
FDX51,12.314,LF,0.31440428,Dairy,185.9744,OUT013,1987,High,Tier 3,Supermarket Type1,1950.7427
NCF29,8.449,Low Fat,0.127024766,Fruits and Vegetables,190.3609,OUT013,1987,High,Tier 3,Supermarket Type1,2712.4466
FDQ12,12.938,regular,0.247744367,Breakfast,260.1395,OUT010,1998,,Tier 3,Grocery Store,1793.7255
FDB11,,Regular,0.019320201,Hard Drinks,182.6236,OUT049,1999,Medium,Tier 1,Supermarket Type1,1069.8855
FDI55,6.262,LF,0.224619191,Hard Drinks,53.5027,OUT013,1987,High,Tier 3,Supermarket Type1,423.2076
DRI25,7.44,regular,0.23674296,Snack Foods,243.9309,OUT013,1987,High,Tier 3,Supermarket Type1,4011.7011
NCB21,10.073,LF,0.052896355,Snack Foods,102.4361,OUT046,1997,Small,Tier 1,Supermarket Type1,32353.9309
DRH27,15.209,reg,0,Baking Goods,191.671,OUT010,1998,,Tier 3,Grocery Store,237.5017
DRE45,17.286,low fat,0.004706639,Household,98.8788,OUT046,1997,Small,Tier 1,Supermarket Type1,740.6533
DRC13,19.211,LF,0.298210409,Breads,204.3626,OUT017,2007,,Tier 2,Supermarket Type1,1074.6974
NCD56,5.543,low fat,0.276190778,Household,212.0015,OUT035,2004,Small,Tier 2,Supermarket Type1,2314.6272
FDR52,7.522,Low fat,0,Frozen Foods,250.3753,OUT045,2002,,Tier 2,Supermarket Type1,5468.1435
FDC33,11.405,Regular,0.21265684,Meat,70.6939,OUT013,1987,High,Tier 3,Supermarket Type1,662.3269
FDL03,,low fat,0,Meat,193.6136,OUT035,2004,Small,Tier 2,Supermarket Type1,3205.5468
NCA07,19.117,reg,0.314839816,Baking Goods,49.9583,OUT046,1997,Small,Tier 1,Supermarket Type1,521.0855
FDS02,18.586,regular,0.148260512,Baking Goods,219.5891,OUT027,1985,,Tier 3,Supermarket Type3,2963.6971
DRA27,12.362,Regular,0.317271907,Soft Drinks,39.2068,OUT019,1985,Small,Tier 1,Grocery Store,47.8322
FDD41,6.888,regular,0.215919844,Health and Hygiene,71.2177,OUT018,2009,Medium,Tier 3,Supermarket Type2,411.9885
DRK50,14.538,Low fat,0,Meat,38.2558,OUT027,1985,Medium,Tier 3,Supermarket Type3,733.5859
FDC16,17.902,reg,0.264578792,Breads,202.7866,OUT027,1985,Medium,Tier 3,Supermarket Type3,2957.9306
NCH34,13.892,Low Fat,0.263460396,Starchy Foods,72.7289,OUT035,2004,Small,Tier 2,Supermarket Type1,1582.8647
FDS51,16.749,low fat,0,Others,84.7487,OUT049,1999,Medium,Tier 1,Supermarket Type1,1802.2893
NCK19,8.406,LF,0.134929931,Baking Goods,94.4633,OUT027,1985,Medium,Tier 3,Supermarket Type3,632.7084
DRF35,16.712,reg,0.172982008,Snack Foods,153.2166,OUT027,1985,Medium,Tier 3,Supermarket Type3,2238.314
FDN47,20.838,Low Fat,0.167976245,Soft Drinks,112.0168,OUT013,1987,High,Tier 3,Supermarket Type1,1875.4271
FDS11,21.143,low fat,0.082568832,Snack Foods,125.5884,OUT018,2009,Medium,Tier 3,Supermarket Type2,2120.6518
FDA02,17.139,Low fat,0,Baking Goods,213.8122,OUT049,1999,Medium,Tier 1,Supermarket Type1,2746.9492
NCM49,9.613,Regular,0,Fruits and Vegetables,177.4827,OUT049,1999,Medium,Tier 1,Supermarket Type1,2370.6631
DRE53,,regular,0.171260577,Breads,158.6044,OUT013,1987,,Tier 3,Supermarket Type1,2294.1027
NCC07,19.029,Regular,0.27691417,Frozen Foods,206.6919,OUT045,2002,,Tier 2,Supermarket Type1,1686.6232
FDV51,5.949,Regular,0.134852602,Dairy,34.3067,OUT013,1987,High,Tier 3,Supermarket Type1,668.3498
DRF03,9.382,low fat,0.21687204,Fruits and Vegetables,254.0765,OUT027,1985,Medium,Tier 3,Supermarket Type3,1775.5768
NCX11,7.191,reg,0.255469206,Starchy Foods,249.3586,OUT045,2002,,Tier 2,Supermarket Type1,4863.3039
DRA18,15.45,reg,0.143230692,Meat,63.5489,OUT049,1999,Medium,Tier 1,Supermarket Type1,420.948
FDT32,12.279,Low fat,0.016541786,Frozen Foods,249.6315,OUT046,1997,Small,Tier 1,Supermarket Type1,4857.0611
FDW17,5.125,low fat,0.265840496,Seafood,243.262,OUT045,2002,,Tier 2,Supermarket Type1,4778.538
DRF31,,Low fat,0.078964259,Hard Drinks,40.4948,OUT013,1987,High,Tier 3,Supermarket Type1,473.4943
FDL52,9.483,Regular,0.154313224,Canned,203.9741,OUT027,1985,Medium,Tier 3,Supermarket Type3,1176.1506
FDG21,6.41,Low Fat,0,Frozen Foods,143.7539,OUT013,1987,High,Tier 3,Supermarket Type1,684.5828
DRB20,7.615,Regular,0,Meat,65.198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1167.4658
DRA41,9.921,LF,0.308385769,Seafood,222.7027,OUT049,1999,Medium,Tier 1,Supermarket Type1,4186.4395
DRE48,4.53,reg,0.2342535,Starchy Foods,55.4566,OUT013,1987,High,Tier 3,Supermarket Type1,823.0101
FDI20,18.379,Regular,0.250809388,Health and Hygiene,224.4997,OUT017,2007,,Tier 2,Supermarket Type1,1492.4996
FDA12,10.113,Low fat,0.086391607,Starchy Foods,255.8368,OUT035,2004,Small,Tier 2,Supermarket Type1,2846.762
NCJ40,16.109,Regular,0,Seafood,201.2455,OUT013,1987,High,Tier 3,Supermarket Type1,562.389
DRZ05,11.72,low fat,0.312961972,Snack Foods,198.3023,OUT049,1999,,Tier 1,Supermarket Type1,582.3182
FDK31,,reg,0,Soft Drinks,111.7097,OUT013,1987,High,Tier 3,Supermarket Type1,2398.8142
DRF10,4.515,Regular,0.089591856,Breakfast,35.711,OUT027,1985,Medium,Tier 3,Supermarket Type3,23403.2088
NCI11,15.247,Regular,0,Meat,32.9525,OUT045,2002,,Tier 2,Supermarket Type1,420.8822
DRZ15,,Low fat,0,Hard Drinks,46.5801,OUT035,2004,Small,Tier 2,Supermarket Type1,394.7615
FDP25,8.253,regular,0,Soft Drinks,75.7754,OUT049,1999,Medium,Tier 1,Supermarket Type1,1039.1668
NCC35,6.719,Low Fat,0,Fruits and Vegetables,48.1334,OUT027,1985,Medium,Tier 3,Supermarket Type3,123.5843
FDA40,,Regular,0.140165137,Seafood,162.0597,OUT010,1998,,Tier 3,Grocery Store,115.4023
NCB02,15.645,reg,0.244126655,Meat,139.1672,OUT017,2007,,Tier 2,Supermarket Type1,1616.1192
FDG51,19.078,low fat,0.267230673,Dairy,121.2881,OUT049,1999,Medium,Tier 1,Supermarket Type1,1870.9627
FDF29,13.995,Low Fat,0.252218004,Frozen Foods,228.6251,OUT045,2002,,Tier 2,Supermarket Type1,2512.8969
DRF20,18.714,Regular,0.074953776,Frozen Foods,61.7645,OUT046,1997,Small,Tier 1,Supermarket Type1,917.644
FDC45,,LF,0.206815058,Snack Foods,248.0957,OUT045,2002,,Tier 2,Supermarket Type1,2272.0993
FDF50,4.831,Low fat,0,Breads,201.9267,OUT046,1997,Small,Tier 1,Supermarket Type1,2261.0293
FDN22,15.294,low fat,0.235401627,Health and Hygiene,226.2148,OUT045,2002,,Tier 2,Supermarket Type1,4176.0689
DRC57,11.804,Regular,0.125990514,Seafood,228.5468,OUT035,2004,Small,Tier 2,Supermarket Type1,4195.5238
DRF37,4.752,reg,0,Dairy,72.312,OUT027,1985,Medium,Tier 3,Supermarket Type3,518.0183
FDO18,,low fat,0.144437817,Others,241.4181,OUT018,2009,Medium,Tier 3,Supermarket Type2,4603.118
FDB54,4.745,reg,0,Breakfast,67.5232,OUT027,1985,Medium,Tier 3,Supermarket Type3,1425.224
FDX19,10.204,regular,0.277790732,Starchy Foods,103.2665,OUT045,2002,,Tier 2,Supermarket Type1,412.6244
FDZ17,12.499,Regular,0,Frozen Foods,111.6511,OUT049,1999,Medium,Tier 1,Supermarket Type1,1880.3337
NCM26,,Regular,0,Seafood,119.1366,OUT017,2007,,Tier 2,Supermarket Type1,1711.4474
FDU03,,Regular,0,Frozen Foods,136.6802,OUT027,1985,Medium,Tier 3,Supermarket Type3,2199.725
NCD32,,reg,0.182722695,Others,248.8138,OUT010,1998,,Tier 3,Grocery Store,422.9016
FDE34,16.997,reg,0.189358149,Starchy Foods,107.2247,OUT045,2002,,Tier 2,Supermarket Type1,474.3434
FDN40,17.572,regular,0.098726556,Breads,195.0656,OUT049,1999,Medium,Tier 1,Supermarket Type1,3983.856
NCA52,19.523,low fat,0,Frozen Foods,39.9866,OUT019,1985,Small,Tier 1,Grocery Store,37.3941
NCF01,9.583,Low Fat,0.122364063,Health and Hygiene,112.5378,OUT046,1997,Small,Tier 1,Supermarket Type1,2023.5608
